Date,Opportunity Name,Account Name,City,State,LEED Certification Target,Building Type - Concatenated,Building Type - Primary,Building Type - Secondary,Brief Description,LEED Certification Level,Industry / Sector - Concatenated,Industry / Sector - Primary,Industry / Sector - Secondary,Service Category (New),Region Where Located - Primary,Region Where Located - Secondary
201-08-11 09:33:00,New City Hall,City of Happy Valley,Happy Valley,OR,LEED Certified,Government|Offices,Government,Offices,"This new city hall was designed to be flexible and long-lasting for the citizens of Happy Valley. The exterior of this new facility emphasizes local stone and wood, rooting it in the vernacular of the Pacific Northwest.",LEED Certified,Government,Government,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Office Building + Screening Room,Fox Studios,Los Angeles,CA,LEED Silver,Offices,Offices,,"This new building on the Fox lot houses offices and a large screening room. Healthy materials and healthy construction practices will protect indoor air quality, while bicycle parking and electronic vehicle chargers encourage green commuting.",Not yet certified,Arts & Entertainment,Arts & Entertainment,,LEED Services,US - Southern California,
201-08-11 09:33:00,Segerstrom Science Center,Azusa Pacific University,Azusa,CA,LEED Silver,Higher Education|Laboratories,Higher Education,Laboratories,"This new, 72,000-square-foot home for the departments of Biology, Chemistry, Mathematics, and Physics also provides research and teaching space for the School of Nursing and Department of Physical Therapy.",LEED Gold,Higher Education,Higher Education,,LEED Services,US - Southern California,
201-08-11 09:33:00,1 South Market Apartments,Essex Property Trust,San Jose,CA,LEED Silver,Multifamily Residential,Multifamily Residential,,"This new, 23-story high-rise apartment in San Jose is pursuing LEED Gold certification. Engaged from kick-off, Brightworks is assisting the team in prioritizing environmental performance strategies and managing tasks required to achieve certification.",Not yet certified,Real Estate Development,Real Estate Development,,LEED Services,US - Northern California,
201-08-11 09:33:00,The Beverly Apartments,Gerding Edlen Development,Portland,OR,LEED Silver,Multifamily Residential|Retail & Restaurants,Multifamily Residential,Retail & Restaurants,"This mixed-use development houses condominiums above a ground-floor Whole Foods store. The building saves over 250,000 gallons of potable water annually and reduces carbon emissions by 80 tons per year.",LEED Silver,Real Estate Development,Real Estate Development,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Collections Storage Facility,Autry National Center,Burbank,CA,LEED Silver,Cultural & Public Service|Industrial,Cultural & Public Service,Industrial,"This major renovation is seeking LEED certification for the transformation of existing industrial buildings into state-of-the-art, climatically-stable museum collection storage facilities for sacred artifacts of American west indigenous peoples.",Not yet certified,Arts & Entertainment|N/A,Arts & Entertainment,N/A,LEED Services,US - Southern California,
201-08-11 09:33:00,South Park Student Housing,Cal Poly SLO,San Luis Obispo,CA,LEED Gold,Higher Education|Multifamily Residential,Higher Education,Multifamily Residential,"This major new development will house 1,400 students in seven mid-rise buildings targeting LEED Gold certification with solar hot water, natural ventilation, radiant panel heating, 50% water use reduction, daylighting, and views for 90% of spaces.",Not yet certified,Higher Education,Higher Education,,"LEED Services; Other Green Building; Energy, Waste, & Water; Planning & Infrastructure",US - Southern California,
201-08-11 09:33:00,The Metropolitan Condominiums,Hoyt Street Properties,Portland,OR,LEED Silver,Multifamily Residential|Retail & Restaurants,Multifamily Residential,Retail & Restaurants,"This luxury condominium tower brought a brownfield site back to life and achieved 28% energy savings ($75,000 per year) by improving the building envelope and selecting efficient lighting, heating and cooling fixtures, and equipment.",LEED Silver,Real Estate Development,Real Estate Development,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Bellevue Towers Condominiums,Gerding Edlen Development,Bellevue,WA,LEED Gold,Multifamily Residential|Mixed-Use|Retail & Restaurants,Multifamily Residential,Retail & Restaurants,"This luxury, high-rise condominium development for more than 1100 residents conserves 4 million gallons of water and tallies $342,000 in energy savings per year. The towers bring residences to downtown Bellevue, supplementing shopping and office uses.",LEED Gold,Real Estate Development,Real Estate Development,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Executive Briefing Center,HP,Palo Alto,CA,LEED Platinum,Offices|Interiors|Hospitality,Offices,Hospitality,"This LEED Platinum renovation and addition at HP's headquarters facility in Palo Alto serves as the new main entrance to the campus. It houses offices, café, and gallery spaces and serves as a briefing center for executives.",LEED Platinum,Technology,Technology,,LEED Services; Advanced Green Buildings,US - Northern California,
201-08-11 09:33:00,Shaver Green Affordable Housing,Armstrong Development,Portland,OR,LEED Gold,Multifamily Residential,Multifamily Residential,,"This LEED Gold affordable housing development proves that, with smart design, healthy and sustainable buildings can be built within conventional construction budgets. Shaver Green's design also reduces operating costs while building pride in its residents.",LEED Gold,Real Estate Development,Real Estate Development,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Roseburg VA Acute Psych Ward Feasibility Assessment,U.S. Department of Veterans Affairs (VA),Roseburg,OR,N/A,Healthcare|Government,Healthcare,Government,This LEED for Health Care feasibility assessment proved that LEED certification levels can be increased -- and the costs associated with LEED minimized or eliminated -- when sustainable design is considered at the start of the design process.,N/A,Government|Healthcare & Social Services,Government,Healthcare & Social Services,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Headquarters,Seagate Technology,Cupertino,CA,LEED Gold,Offices|Interiors,Offices,Interiors,"This LEED CI Gold renovation brought office, café, and fitness space for Seagate Technology to an existing building in Cupertino, California.",LEED Gold,Technology,Technology,,LEED Services,US - Northern California,
201-08-11 09:33:00,First & Main Office Tower,Shorenstein,Portland,OR,LEED Silver,Offices|Mixed-Use|Retail & Restaurants,Offices,Retail & Restaurants,"This investment-grade, Class A office tower on Portland's waterfront provides habitats for native plants and wildlife, recycles rainwater to reduce the burden on Portland's overtaxed stormwater system, and reduces energy costs $77,900 per year.",LEED Platinum,Real Estate Development,Real Estate Development,,LEED Services; Advanced Green Buildings,US - Pacific Northwest,
201-08-11 09:33:00,Hudson Yards 30th and 10th Condominiums,Related,New York,NY,LEED Gold,Multifamily Residential,Multifamily Residential,,"This Hudson Yards apartment building will offer 250 luxury apartment units in a LEED Gold high-rise tower. In addition to full-service LEED program management, Brightworks is piloting a healthy and sustainable materials program in the development.",Not yet certified,Real Estate Development,Real Estate Development,,LEED Services,US - Northeast,
201-08-11 09:33:00,Hall of Justice Renovation,County of Los Angeles,Los Angeles,CA,LEED Gold,Government,Government,,"This historic building in downtown Los Angeles -- which played a prominent role in the lives of Robert Kennedy, Marilyn Monroe, and other Southern California luminaries -- is receiving a major renovation targeting LEED Gold certification.",Not yet certified,Government,Government,,LEED Services,US - Southern California,
201-08-11 09:33:00,The Ardea Apartments in South Waterfront,Gerding Edlen Development,Portland,OR,LEED Gold,Multifamily Residential,Multifamily Residential,,"This high-rise condominium in Portland's South Waterfront redevelopment saves its 500+ residents more than $35,000 in energy costs and prevents the waste of over 2.3 million gallons of potable water per year.",LEED Gold,Real Estate Development,Real Estate Development,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Health and Wellness Center,College of San Mateo,San Mateo,CA,LEED Silver,Higher Education|Healthcare|Sports & Recreation,Higher Education,Sports & Recreation,"This Health and Wellness Center houses workforce programs in cosmetology, dental assisting, and nursing. It also shares space with the Kinesiology/Athletics/Dance division and the San Mateo Athletic Club and Aquatics Center.",LEED Gold,Higher Education|Healthcare & Social Services,Higher Education,Healthcare & Social Services,LEED Services,US - Northern California,
201-08-11 09:33:00,Cross Dock,Old Dominion Freight Line,Canton,OH,LEED Certified,Industrial|Transportation & Parking,Industrial,Transportation & Parking,"This freight motor carrier's Executive Vice President called the LEED measures in this 70-door, 80,000-square-foot facility, ""common sense solutions that will help us meet our business goals while also being responsible, environmental stewards.""",LEED Certified,Warehousing & Distribution,Warehousing & Distribution,,LEED Services,US - Midwest,
201-08-11 09:33:00,Riverscape Apartments,Fore Property Co.,Portland,OR,LEED Gold,Multifamily Residential,Multifamily Residential,,This four-building complex with housing and much-needed commercial space will animate Portland's rapidly transforming River District. Brightworks is supporting the design team and general contractor in achieving LEED certification.,Not yet certified,Real Estate Development,Real Estate Development,,LEED Services,US - Pacific Northwest,
201-08-11 09:33:00,Health Professions Campus Building 2,Pacific University,Hillsboro,OR,LEED Gold,Higher Education|Healthcare,Higher Education,Healthcare,"This expansion to Pacific University's Health Professions Campus houses the dean's office; the School of Professional Psychology, the School of Occupational Therapy, research facilities for the School of Pharmacy, d a human anatomy lab.",LEED Gold,Higher Education|Healthcare & Social Services,Higher Education,Healthcare & Social Services,LEED Services,US - Pacific Northwest,
